word                           	 ipa                            	 ipa_model                      
vesiculitis                    	 vesiculitis*                   	 vɛzəkjulɪtɪs                  
leathers                       	 lɛðərz                         	 lɛðərz                        
trumpeter                      	 trəmpətər                      	 trəmpətər                     
overlying                      	 oʊvərlaɪɪŋ                     	 oʊvərlaɪɪŋ                    
barefooted                     	 barefooted*                    	 bɛrfʊtɪd                      
sociopathy                     	 sociopathy*                    	 soʊsiəpæθi                    
debbies                        	 debbies*                       	 dɛbiz                         
seems                          	 simz                           	 simz                          
rearmed                        	 rearmed*                       	 riɑrmd                        
slacking                       	 slacking*                      	 slækɪŋ                        
hackles                        	 hækəlz                         	 hækəlz                        
unending                       	 ənɛndɪŋ                        	 ənɛndɪŋ                       
querido                        	 querido*                       	 kwɪraɪdoʊ                     
liabilities                    	 laɪəbɪlɪtiz                    	 laɪəbɪlɪtiz                   
biorhythm                      	 biorhythm*                     	 baɪərhaɪtm                    
tourist                        	 tʊrɪst                         	 tʊrɪst                        
spurting                       	 spərtɪŋ                        	 spərtɪŋ                       
valance                        	 valance*                       	 væləns                        
scented                        	 sɛntɪd                         	 sɛntɪd                        
hose                           	 hoʊz                           	 hoʊz                          
dreamed                        	 drimd                          	 drimd                         
pitied                         	 pɪtid                          	 pɪtid                         
mestizo                        	 mɛstizoʊ                       	 mɛstizoʊ                      
khedive                        	 khedive*                       	 kidaɪv                        
snup                           	 snup*                          	 snəp                          
hydrodynamics                  	 hydrodynamics*                 	 haɪdroʊdaɪnæmɪks              
morris                         	 mɔrɪs                          	 mɔrəs                         
millers                        	 mɪlərz                         	 mɪlərz                        
blobby                         	 blɑbi                          	 blɑbi                         
ungroomed                      	 ungroomed*                     	 əngrumd                       
newfoundlander                 	 newfoundlander*                	 nufaʊndər                     
intrude                        	 ɪntrud                         	 ɪntrud                        
emotions                       	 ɪmoʊʃənz                       	 ɪmoʊʃənz                      
tawdry                         	 tɔdri                          	 tɔdri                         
barmen                         	 barmen*                        	 bɑrmən                        
expectation                    	 ɛkspɛkteʃən                    	 ɛkspɛkteʃən                   
roundabouts                    	 roundabouts*                   	 raʊndəbaʊts                   
oozed                          	 uzd                            	 uzd                           
ageism                         	 ageism*                        	 eʤɪzəm                        
unintelligibly                 	 unintelligibly*                	 ənɪntɛləʤəbli                 
phospholipid                   	 phospholipid*                  	 fɑsfəlɪpt                     
bulldoze                       	 bʊldoʊz                        	 bʊldoʊz                       
jameson                        	 ʤemsən                         	 ʤemsən                        
sinusitis                      	 sinusitis*                     	 sɪnəsɪtɪs                     
cid                            	 sɪd                            	 sɪd                           
trending                       	 trɛndɪŋ                        	 trɛndɪŋ                       
randomized                     	 rændəmaɪzd                     	 rændəmaɪzd                    
regear                         	 regear*                        	 rɪʤər                         
shuttered                      	 ʃətərd                         	 ʃətərd                        
femme                          	 fɛm                            	 fɛm                           
art                            	 ɑrt                            	 ɑrt                           
hyphen                         	 haɪfən                         	 haɪfən                        
linder                         	 lɪndər                         	 lɪndər                        
understand                     	 əndərstænd                     	 əndərstænd                    
freshet                        	 freshet*                       	 frɛʃət                        
mac                            	 mæk                            	 mæk                           
thorough                       	 θəroʊ                          	 θəroʊ                         
scrubs                         	 scrubs*                        	 skrəbz                        
cuddle                         	 kədəl                          	 kədəl                         
enactments                     	 ɛnæktmənts                     	 ɛnæktmənts                    
ballplayers                    	 bɔlpleərz                      	 bælpleərz                     
disguising                     	 dɪsgaɪzɪŋ                      	 dɪsgaɪzɪŋ                     
magisterially                  	 magisterially*                 	 mæʤɪstiriəli                  
dopa                           	 doʊpə                          	 doʊpə                         
fibula                         	 fɪbjələ                        	 fɪbjələ                       
wisecracking                   	 waɪzkrækɪŋ                     	 waɪzkrækɪŋ                    
optionals                      	 optionals*                     	 ɔpʃənəlz                      
funding                        	 fəndɪŋ                         	 fəndɪŋ                        
ailerons                       	 elərɑnz                        	 elərɑnz                       
pension                        	 pɛnʃən                         	 pɛnʃən                        
oc                             	 oc*                            	 ɑk                            
messaging                      	 mɛsɪʤɪŋ                        	 mɛsəʤɪŋ                       
souvenir                       	 suvənɪr                        	 suvənɪr                       
punning                        	 punning*                       	 pənɪŋ                         
chauffeured                    	 ʃoʊfərd                        	 ʃoʊfərd                       
crossbow                       	 krɔsboʊ                        	 krɔsboʊ                       
dingoes                        	 dingoes*                       	 dɪŋgoʊz                       
augur                          	 ɔgər                           	 ɔgər                          
shtick                         	 ʃtɪk                           	 ʃɪk                           
beginner                       	 bɪgɪnər                        	 bɪgɪnər                       
fatiguing                      	 fətigɪŋ                        	 fətigɪŋ                       
counters                       	 kaʊntərz                       	 kaʊntərz                      
remarkable                     	 rɪmɑrkəbəl                     	 rɪmɑrkəbəl                    
psychological                  	 saɪkəlɑʤɪkəl                   	 saɪkəlɑʤɪkəl                  
bing                           	 bɪŋ                            	 bɪŋ                           
penile                         	 pinaɪl                         	 pinaɪl                        
glyceryl                       	 glyceryl*                      	 glɪsərl                       
redneck                        	 rɛdnɛk                         	 rɛdnɛk                        
confronts                      	 kənfrənts                      	 kənfrənts                     
tenets                         	 tɛnəts                         	 tɛnəts                        
physiologic                    	 physiologic*                   	 fɪziɑləʤɪk                    
frosted                        	 frɔstɪd                        	 frɔstɪd                       
taupe                          	 taupe*                         	 tɔp                           
welds                          	 wɛldz                          	 wɛldz                         
dn                             	 dn*                            	 dɑn                           
snicket                        	 snicket*                       	 snɪkɪt                        
dwarfism                       	 dwɔrfɪzəm                      	 dwɔrfɪzəm                     
reverify                       	 reverify*                      	 rɛvərɪfaɪ                     
guly                           	 guly*                          	 gulaɪ                         
lawsuit                        	 lɔsut                          	 lɔsut                         
socking                        	 sɑkɪŋ                          	 sɑkɪŋ                         
imperium                       	 imperium*                      	 ɪmpɪriəm                      
woops                          	 woops*                         	 wups                          
pill                           	 pɪl                            	 pɪl                           
baselines                      	 beslaɪnz                       	 beslaɪnz                      
purposefulness                 	 purposefulness*                	 pərpəsfəlnəs                  
eightball                      	 eightball*                     	 etbɔl                         
pussy                          	 pʊsi                           	 pʊsi                          
lila                           	 lilə                           	 lilə                          
salivating                     	 sæləvetɪŋ                      	 sæləvetɪŋ                     
treeless                       	 triləs                         	 triləs                        
cretaceous                     	 krɪteʃɪs                       	 krɪteʃɪs                      
cleanses                       	 cleanses*                      	 klɛnzɪz                       
trophies                       	 troʊfiz                        	 troʊfiz                       
but                            	 bət                            	 bət                           
dabba                          	 dabba*                         	 dɑbə                          
downstage                      	 daʊnsteʤ                       	 daʊnsteʤ                      
collagenase                    	 collagenase*                   	 kɑləgənes                     
nighthawks                     	 naɪthɔks                       	 naɪthɔks                      
hyphenates                     	 haɪfənets                      	 haɪfənets                     
unethically                    	 ənɛθɪkli                       	 ənɛθɪkli                      
heater                         	 hitər                          	 hitər                         
kedgeree                       	 kedgeree*                      	 kɛʤəri                        
supposing                      	 səpoʊzɪŋ                       	 səpoʊzɪŋ                      
classist                       	 classist*                      	 klæsɪst                       
hellholes                      	 hellholes*                     	 hɛlhoʊlz                      
moline                         	 moʊlin                         	 məlaɪn                        
bonnets                        	 bonnets*                       	 bɑnəts                        
firefights                     	 faɪrfaɪts                      	 faɪrfaɪts                     
carousel                       	 kɛrəsɛl                        	 kɛrəsɛl                       
contestant                     	 kəntɛstənt                     	 kəntɛstənt                    
draped                         	 drept                          	 drept                         
flagrante                      	 flagrante*                     	 flegrənt                      
crucible                       	 krusəbəl                       	 krusəbəl                      
podcast                        	 pɔdkæst                        	 pɑdkæst                       
mucosal                        	 mjukoʊsəl                      	 mjukoʊsəl                     
award                          	 əwɔrd                          	 əwɔrd                         
dimmers                        	 dɪmərz                         	 dɪmərz                        
godparents                     	 godparents*                    	 gɑdpɛrənts                    
oclock                         	 oclock*                        	 ɑklɑk                         
george                         	 ʤɔrʤ                           	 ʤɔrʤ                          
couldn                         	 couldn*                        	 koʊldn                        
insects                        	 ɪnsɛkts                        	 ɪnsɛkts                       
publications                   	 pəblɪkeʃənz                    	 pəblɪkeʃənz                   
pashas                         	 pashas*                        	 pæʃəz                         
thickened                      	 θɪkənd                         	 θɪkənd                        
bonging                        	 bonging*                       	 bɑŋɪŋ                         
cheshire                       	 ʧɛʃər                          	 ʧɛʃər                         
temptations                    	 tɛmteʃənz                      	 tɛmteʃənz                     
excalibur                      	 ɛkskæləbər                     	 ɪkskæləbər                    
reports                        	 rɪpɔrts                        	 rɪpɔrts                       
mistakenly                     	 mɪstekənli                     	 mɪstekənli                    
betrayer                       	 betrayer*                      	 bɪtreər                       
programs                       	 proʊgræmz                      	 proʊgræmz                     
rhinitis                       	 rhinitis*                      	 rənɪtɪs                       
mockingbird                    	 mɑkɪŋbərd                      	 mɑkɪŋbərd                     
bipeds                         	 bipeds*                        	 baɪps                         
vague                          	 veg                            	 veg                           
jape                           	 jape*                          	 ʤep                           
unfired                        	 unfired*                       	 ənfaɪərd                      
jeanne                         	 ʤin                            	 ʤin                           
glockenspiels                  	 glockenspiels*                 	 glɑkənspilz                   
gerkin                         	 ʤərkɪn                         	 ʤərkɪn                        
luring                         	 lʊrɪŋ                          	 lʊrɪŋ                         
moot                           	 mut                            	 mut                           
moocher                        	 moocher*                       	 muʧər                         
unhygienic                     	 unhygienic*                    	 ənhaɪgɛnɪk                    
blackboards                    	 blækbɔrdz                      	 blækbɔrdz                     
dramatizing                    	 dræmətaɪzɪŋ                    	 drəmetɪzɪŋ                    
sophocles                      	 sɑfəkliz                       	 səfoʊkəlz                     
granny                         	 græni                          	 græni                         
crois                          	 crois*                         	 krɔɪz                         
dialers                        	 dialers*                       	 daɪələrz                      
sitters                        	 sɪtərz                         	 sɪtərz                        
prosecute                      	 prɑsəkjut                      	 prɑsəkjut                     
dogs                           	 dɔgz                           	 dɔgz                          
whereas                        	 wɛræz                          	 wɛræz                         
transformational               	 trænsfərmeʃənəl                	 trænsfərmeʃənəl               
inhaled                        	 ɪnheld                         	 ɪnheld                        
emptiest                       	 emptiest*                      	 ɛmtiəst                       
fueling                        	 fjulɪŋ                         	 fjuɪŋ                         
culpa                          	 kəlpə                          	 kəlpə                         
tintypes                       	 tintypes*                      	 tɪntaɪps                      
whirring                       	 wərɪŋ                          	 wərɪŋ                         
mushrooming                    	 məʃrʊmɪŋ                       	 məʃrumɪŋ                      
herba                          	 herba*                         	 ərbə                          
blowy                          	 bloʊi                          	 bloʊi                         
italian                        	 ɪtæljən                        	 ɪtæljən                       
sunna                          	 sunna*                         	 sənə                          
cool                           	 kul                            	 kul                           
ragtags                        	 ragtags*                       	 rægtægz                       
venezuela                      	 vɛnɪzwelə                      	 vɛnəzuələ                     
fledging                       	 flɛʤɪŋ                         	 flɛʤɪŋ                        
angiogram                      	 ænʤioʊgræm                     	 ænʤiəgræm                     
checkpoint                     	 ʧɛkpɔɪnt                       	 ʧɛkpɔɪnt                      
fibers                         	 faɪbərz                        	 faɪbərz                       
hula                           	 hulə                           	 hjulə                         
consul                         	 kɑnsəl                         	 kɑnsəl                        
scamps                         	 scamps*                        	 skæmps                        
honorary                       	 ɑnərɛri                        	 ɑnərɛri                       
redraft                        	 ridræft                        	 ridræft                       
sewage                         	 suɪʤ                           	 suɪʤ                          
aspca                          	 aspca*                         	 æspə                          
lehua                          	 lehua*                         	 lihə                          
hobbling                       	 hɑbəlɪŋ                        	 hɑbəlɪŋ                       
empanada                       	 empanada*                      	 ɛmpənɑdə                      
stubble                        	 stəbəl                         	 stəbəl                        
motorcycle                     	 moʊtərsaɪkəl                   	 moʊtərsaɪkəl                  
roughhousing                   	 roughhousing*                  	 rəfhaʊzɪŋ                     
detonate                       	 dɛtənet                        	 dɛtənet                       
podiatrist                     	 pədaɪətrɪst                    	 pədietrəst                    
hipsters                       	 hɪpstərz                       	 hɪpstərz                      
liquefies                      	 liquefies*                     	 lɪkwəfaɪz                     
tulare                         	 tulare*                        	 tulər                         
bowker                         	 boʊkər                         	 boʊkər                        
streng                         	 strɛŋ                          	 strɛŋ                         
resemble                       	 rɪzɛmbəl                       	 rɪzɛmbəl                      
inexplicable                   	 ɪnəksplɪkəbəl                  	 ɪnəksplɪkəbəl                 
aha                            	 ɑhɑ                            	 ɑhɑ                           
ungainly                       	 əngenli                        	 əngenli                       
crewed                         	 crewed*                        	 krud                          
doggle                         	 doggle*                        	 dɑgəl                         
scumbag                        	 skəmbæg                        	 skəmbæg                       
shavings                       	 ʃevɪŋz                         	 ʃevɪŋz                        
stubbornest                    	 stubbornest*                   	 stəbərnəst                    
peking                         	 pikɪŋ                          	 pikɪŋ                         
solemnify                      	 solemnify*                     	 səlɛmnəfaɪ                    
tup                            	 tup*                           	 təp                           
whitecoat                      	 whitecoat*                     	 waɪtkoʊt                      
shark                          	 ʃɑrk                           	 ʃɑrk                          
camshaft                       	 kæmʃæft                        	 kæmʃæft                       
imperative                     	 ɪmpɛrətɪv                      	 ɪmpɛrətɪv                     
wingmen                        	 wingmen*                       	 wɪŋmɪn                        
fritters                       	 fritters*                      	 frɪtərz                       
gaby                           	 gæbi                           	 gebi                          
tourists                       	 tʊrɪsts                        	 tʊrɪsts                       
sinfully                       	 sinfully*                      	 sɪnfəli                       
receptionist                   	 rɪsɛpʃənɪst                    	 rɪsɛpʃənɪst                   
earner                         	 ərnər                          	 ərnər                         
earphones                      	 ɪrfoʊnz                        	 ɪrfoʊnz                       
shipmate                       	 ʃɪpmet                         	 ʃɪpmet                        
mooching                       	 mooching*                      	 muʧɪŋ                         
daddies                        	 dædiz                          	 dædiz                         
relations                      	 rileʃənz                       	 rileʃənz                      
sensibilities                  	 sɛnsɪbɪlɪtiz                   	 sɛnsɪbɪlɪtiz                  
bellybuttons                   	 bellybuttons*                  	 bəlibətənz                    
straits                        	 strets                         	 strets                        
lurk                           	 lərk                           	 lərk                          
sider                          	 saɪdər                         	 saɪdər                        
privileges                     	 prɪvɪlɪʤɪz                     	 prɪvɪlɪʤɪz                    
lector                         	 lɛktər                         	 lɛktər                        
grotesque                      	 groʊtɛsk                       	 groʊtɛsk                      
unsurpassed                    	 ənsərpæst                      	 ənsərpæst                     
tiptoes                        	 tiptoes*                       	 tɪptoʊz                       
unthrilled                     	 unthrilled*                    	 ənθrɪld                       
reticulum                      	 reticulum*                     	 ritɪkjələm                    
born                           	 bɔrn                           	 bɔrn                          
expropriated                   	 ɛksproʊprietɪd                 	 ɛksproʊprietɪd                
soubrette                      	 soubrette*                     	 səbrɛt                        
sentimentalize                 	 sentimentalize*                	 sɛntəmɛnəlz                   
nips                           	 nɪps                           	 nɪps                          
hyperventilating               	 hyperventilating*              	 haɪpərvɛntɪletɪŋ              
brutalizes                     	 brutəlaɪzɪz                    	 brutælaɪzɪz                   
elicits                        	 ɪlɪsəts                        	 ɪlɪsəts                       
splutters                      	 splutters*                     	 splətərz                      
peddled                        	 pɛdəld                         	 pɛdəld                        
derived                        	 dəraɪvd                        	 dəraɪvd                       
arouses                        	 əraʊzɪz                        	 əraʊzɪz                       
surreys                        	 surreys*                       	 səriz                         
user                           	 juzər                          	 juzər                         
astrakhan                      	 æstrəkɑn                       	 æstrekən                      
cased                          	 cased*                         	 kest                          
invalids                       	 ɪnvələdz                       	 ɪnvələdz                      
lavaliers                      	 lavaliers*                     	 lævəlɪrz                      
hobnailed                      	 hobnailed*                     	 hɑbneld                       
quirks                         	 kwərks                         	 kwərks                        
bridgehead                     	 brɪʤhɛd                        	 brɪʤhɛd                       
qualified                      	 kwɑləfaɪd                      	 kwɑləfaɪd                     
marks                          	 mɑrks                          	 mɑrks                         
authenticity                   	 ɔθəntɪsɪti                     	 ɔθəntɪsɪti                    
delaying                       	 dɪleɪŋ                         	 dɪleɪŋ                        
floated                        	 floʊtɪd                        	 floʊtɪd                       
smokers                        	 smoʊkərz                       	 smoʊkərz                      
plant                          	 plænt                          	 plænt                         
friendship                     	 frɛndʃɪp                       	 frɛndʃɪp                      
burros                         	 bəroʊz                         	 bəroʊz                        
conduction                     	 kəndəkʃən                      	 kəndəkʃən                     
inflate                        	 ɪnflet                         	 ɪnflet                        
emeril                         	 emeril*                        	 ɛmərəl                        
angulation                     	 angulation*                    	 æŋgjəleʃən                    
dig                            	 dɪg                            	 dɪg                           
embezzlers                     	 ɪmbɛzələrz                     	 ɪmbɛzələrz                    
spyware                        	 spaɪwɛr                        	 spaɪwɛr                       
shenanigans                    	 ʃənænɪgənz                     	 ʃɛnənəgənz                    
isis                           	 aɪsəs                          	 aɪzɪs                         
ironworkers                    	 ironworkers*                   	 aɪrənwərkərz                  
selden                         	 sɛldən                         	 sɛldən                        
quackster                      	 quackster*                     	 kwækstər                      
creepers                       	 creepers*                      	 kripərz                       
fidelis                        	 fidelis*                       	 faɪdɛləs                      
hale                           	 hel                            	 hel                           
skelly                         	 skɛli                          	 skɛli                         
adored                         	 ədɔrd                          	 ədɔrd                         
ew                             	 ew*                            	 ju                            
expediently                    	 expediently*                   	 ɪkspidiəntli                  
electrical                     	 ɪlɛktrɪkəl                     	 ɪlɛktrɪkəl                    
backrooms                      	 bækrumz                        	 bækrumz                       
parachuting                    	 pɛrəʃutɪŋ                      	 pɛrəʃutɪŋ                     
ditches                        	 dɪʧɪz                          	 dɪʧɪz                         
handstands                     	 hændstændz                     	 hændstændz                    
voyeur                         	 vɔɪjur                         	 vɔɪjur                        
plus                           	 pləs                           	 pləs                          
amebic                         	 amebic*                        	 əmɛbɪk                        
scowling                       	 skaʊlɪŋ                        	 skaʊlɪŋ                       
twitted                        	 twitted*                       	 twɪtɪd                        
asker                          	 æskər                          	 æskər                         
claimants                      	 klemənts                       	 klemənts                      
goaltending                    	 goaltending*                   	 goʊltɛndɪŋ                    
retaliates                     	 retaliates*                    	 rɪtæliets                     
scruffy                        	 skrəfi                         	 skrəfi                        
correctly                      	 kərɛktli                       	 kərɛktli                      
tushy                          	 tushy*                         	 təʃi                          
recommended                    	 rɛkəmɛndɪd                     	 rɛkəmɛndɪd                    
trailer                        	 trelər                         	 trelər                        
kobi                           	 kobi*                          	 koʊbi                         
wildcatters                    	 waɪldkætərz                    	 waɪldkætərz                   
misjudge                       	 mɪsʤəʤ                         	 mɪsʤəʤ                        
heathens                       	 heathens*                      	 hɛðənz                        
unsay                          	 unsay*                         	 ənse                          
cultivating                    	 kəltɪvetɪŋ                     	 kəltɪvetɪŋ                    
handbags                       	 hændbægz                       	 hændbægz                      
arised                         	 arised*                        	 əraɪzd                        
dermatologist                  	 dərmətɑləʤɪst                  	 dərmətɑləʤɪst                 
octonal                        	 octonal*                       	 ɑktənəl                       
faltering                      	 fɔltərɪŋ                       	 fɑltərɪŋ                      
constructed                    	 kənstrəktɪd                    	 kənstrəktɪd                   
specks                         	 spɛks                          	 spɛks                         
chieftains                     	 ʧiftənz                        	 ʧiftənz                       
stale                          	 stel                           	 stel                          
maine                          	 men                            	 men                           
braid                          	 bred                           	 bred                          
balsams                        	 balsams*                       	 bɔlsəmz                       
brutalized                     	 brutəlaɪzd                     	 brutælaɪzd                    
altruist                       	 altruist*                      	 ɔltruɪst                      
unrestrained                   	 ənristrend                     	 ənristrend                    
levitating                     	 lɛvətetɪŋ                      	 lɛvətetɪŋ                     
reaching                       	 riʧɪŋ                          	 riʧɪŋ                         
irk                            	 ərk                            	 ərk                           
proprietress                   	 proprietress*                  	 prəpraɪətrəs                  
stateside                      	 stetsaɪd                       	 stetsaɪd                      
reconciliated                  	 reconciliated*                 	 rɛkənsɪlietɪd                 
prematurely                    	 priməʧʊrli                     	 priməʧʊrli                    
deactivates                    	 deactivates*                   	 diæktɪvets                    
momi                           	 momi*                          	 moʊmi                         
colognes                       	 colognes*                      	 kəloʊnz                       
arles                          	 arles*                         	 ɑrəlz                         
cussedness                     	 cussedness*                    	 kəsədnəs                      
assisting                      	 əsɪstɪŋ                        	 əsɪstɪŋ                       
rn                             	 rn*                            	 rɑn                           
embolus                        	 embolus*                       	 ɪmboʊləs                      
slinks                         	 slinks*                        	 slɪŋks                        
vaudevillian                   	 vɑdvɪljən                      	 vɔdəvɪljən                    
persistently                   	 pərsɪstəntli                   	 pərsɪstəntli                  
worshippers                    	 wərʃɪpərz                      	 wərʃɪpərz                     
runner                         	 rənər                          	 rənər                         
echolocation                   	 ɛkoʊloʊkeʃən                   	 ɛkəloʊkeʃən                   
fraudulent                     	 frɔʤələnt                      	 frɔdulənt                     
intricacy                      	 ɪntrəkəsi                      	 ɪntrəkəsi                     
serialize                      	 sɪriəlaɪz                      	 sɪriəlaɪz                     
roadsteads                     	 roadsteads*                    	 roʊdstɛdz                     
upchucked                      	 upchucked*                     	 əpkəkt                        
redundant                      	 rɪdəndənt                      	 rɪdəndənt                     
caldron                        	 caldron*                       	 kɔldrən                       
scarper                        	 scarper*                       	 skɑrpər                       
skidding                       	 skɪdɪŋ                         	 skɪdɪŋ                        
poppy                          	 pɑpi                           	 pɑpi                          
cakewalk                       	 cakewalk*                      	 kekwɔk                        
liking                         	 laɪkɪŋ                         	 laɪkɪŋ                        
waterspout                     	 waterspout*                    	 wɔtərspaʊt                    
cozier                         	 koʊziər                        	 koʊziər                       
backscratcher                  	 backscratcher*                 	 bækskræʧər                    
ale                            	 el                             	 el                            
camarada                       	 camarada*                      	 kæmərɑdə                      
outsmarted                     	 aʊtsmɑrtəd                     	 aʊtsmɑrtɪd                    
fulminates                     	 fulminates*                    	 fʊlmənets                     
regally                        	 rigəli                         	 rɪgɔli                        
greenwood                      	 grinwʊd                        	 grinwʊd                       
rookie                         	 rʊki                           	 rʊki                          
superimposes                   	 superimposes*                  	 supərəmpoʊzɪz                 
wrecked                        	 rɛkt                           	 rɛkt                          
candidly                       	 kændɪdli                       	 kændɪdli                      
regurgitations                 	 regurgitations*                	 rɪgərʤəteʃənz                 
cockup                         	 cockup*                        	 kɑkəp                         
countering                     	 kaʊnərɪŋ                       	 kaʊnərɪŋ                      
sheared                        	 ʃɪrd                           	 ʃɪrd                          
idolaters                      	 idolaters*                     	 aɪdɑlətərz                    
rapscallion                    	 rapscallion*                   	 rskæljən                      
quaintly                       	 kwentli                        	 kwentli                       
sundogs                        	 sundogs*                       	 səndɔgz                       
sillier                        	 sɪliər                         	 sɪliər                        
burse                          	 bərs                           	 bərs                          
stereoscopic                   	 stereoscopic*                  	 stɛrioʊskɑpɪk                 
sowed                          	 soʊd                           	 soʊd                          
exploding                      	 ɪksploʊdɪŋ                     	 ɪksploʊdɪŋ                    
restrengthen                   	 restrengthen*                  	 rɛstrɛŋθən                    
billyboy                       	 billyboy*                      	 bɪlibɔɪ                       
stereo                         	 stɛrioʊ                        	 stɛrioʊ                       
eggshells                      	 ɛgʃɛlz                         	 ɛgʃɛlz                        
exasperated                    	 ɪgzæspəretɪd                   	 ɪgzæspəretɪd                  
centennial                     	 sɛntɛniəl                      	 sɛntɛniəl                     
dwarfs                         	 dwɔrfs                         	 dwɔrfs                        
flans                          	 flans*                         	 flænz                         
chromes                        	 chromes*                       	 kroʊmz                        
kayaker                        	 kaɪækər                        	 kaɪækər                       
wingman                        	 wɪŋmən                         	 wɪŋmən                        
neoplastic                     	 neoplastic*                    	 nioʊplæstɪk                   
thirdhand                      	 thirdhand*                     	 θərdhænd                      
brokerage                      	 broʊkərɪʤ                      	 broʊkərɪʤ                     
hydrangeas                     	 hydrangeas*                    	 haɪdræŋəz                     
immediately                    	 ɪmidiətli                      	 ɪmidiətli                     
stylized                       	 staɪlaɪzd                      	 staɪlaɪzd                     
warplanes                      	 wɔrplenz                       	 wɔrplenz                      
fitch                          	 fɪʧ                            	 fɪʧ                           
chuckie                        	 ʧəki                           	 ʧəki                          
aspidistra                     	 aspidistra*                    	 əspɪdɪstrə                    
quaintest                      	 quaintest*                     	 kwentəst                      
unbooked                       	 unbooked*                      	 ənbʊkt                        
cholecystectomy                	 cholecystectomy*               	 kɑləsɪstəmi                   
uproarious                     	 uproarious*                    	 əproʊɔriəs                    
mallet                         	 mælɪt                          	 mælɪt                         
fleece                         	 flis                           	 flis                          
hopefulness                    	 hoʊpfəlnɪs                     	 hoʊpfəlnɪs                    
animations                     	 ænəmeʃənz                      	 ænəmeʃənz                     
creepier                       	 creepier*                      	 kripiər                       
transmigration                 	 transmigration*                	 trænzmɪgreʃən                 
witness                        	 wɪtnəs                         	 wɪtnəs                        
easter                         	 istər                          	 istər                         
foiling                        	 fɔɪlɪŋ                         	 fɔɪlɪŋ                        
caus                           	 caus*                          	 kɔz                           
tunelessly                     	 tunelessly*                    	 tunləsli                      
exuberant                      	 ɪgzubərənt                     	 ɪgzubərənt                    
kappa                          	 kæpə                           	 kɑpə                          
monarch                        	 mɑnɑrk                         	 mɑnɑrk                        
reconstructions                	 rikənstrəkʃənz                 	 rikənstrəkʃənz                
kilowatt                       	 kɪləwɑt                        	 kɪləwɑt                       
pumpkin                        	 pəmpkɪn                        	 pəmpkɪn                       
semipros                       	 semipros*                      	 sɛmprəz                       
itemize                        	 aɪtəmaɪz                       	 ɪtimaɪz                       
mutiny                         	 mjutəni                        	 mjutəni                       
drops                          	 drɑps                          	 drɑps                         
blueberries                    	 blubɛriz                       	 blubɛriz                      
reenlists                      	 reenlists*                     	 rinlɪsts                      
grubbiness                     	 grubbiness*                    	 grəbnəs                       
lakes                          	 leks                           	 leks                          
blackmailing                   	 blækmelɪŋ                      	 blækmelɪŋ                     
doudle                         	 doudle*                        	 dədəl                         
tulip                          	 tulɪp                          	 tulɪp                         
tump                           	 tump*                          	 təmp                          
kitbag                         	 kitbag*                        	 kɪtbæg                        
smutty                         	 sməti                          	 sməti                         
sawbones                       	 sawbones*                      	 sɔboʊnz                       
heep                           	 heep*                          	 hip                           
fidelity                       	 faɪdɛləti                      	 faɪdɛləti                     
terek                          	 terek*                         	 tɛrik                         
bloodthirsty                   	 blədθərsti                     	 blədθərsti                    
overexposure                   	 oʊvərɪkspoʊʒər                 	 oʊvərɪkspoʊʒər                
rotations                      	 roʊteʃənz                      	 roʊteʃənz                     
merciful                       	 mərsɪfəl                       	 mərsɪfəl                      
brit                           	 brɪt                           	 brɪt                          
serving                        	 sərvɪŋ                         	 sərvɪŋ                        
charger                        	 ʧɑrʤər                         	 ʧɑrʤər                        
repressions                    	 riprɛʃənz                      	 riprɛʃənz                     
mordecai                       	 mɔrdəkaɪ                       	 mɔrdɛk                        
outfitted                      	 aʊtfɪtɪd                       	 aʊtfɪtɪd                      
hook                           	 hʊk                            	 hʊk                           
sheets                         	 ʃits                           	 ʃits                          
foodstuffs                     	 fudstəfs                       	 fudstəfs                      
crapes                         	 crapes*                        	 kreps                         
loather                        	 loather*                       	 loʊðər                        
navies                         	 neviz                          	 neviz                         
undulate                       	 ənʤəlet                        	 ənʤəlet                       
benj                           	 benj*                          	 bɛnʤ                          
halter                         	 hɔltər                         	 hɔltər                        
compressional                  	 compressional*                 	 kəmprɛʃənəl                   
admitting                      	 ədmɪtɪŋ                        	 ədmɪtɪŋ                       
modifications                  	 mɑdəfəkeʃənz                   	 mɑdəfəkeʃənz                  
doubloons                      	 doubloons*                     	 dəblunz                       
stewed                         	 stud                           	 stud                          
surtax                         	 sərtæks                        	 sərtæks                       
prognosticators                	 prognosticators*               	 prɑgnɑstəketərz               
trek                           	 trɛk                           	 trɛk                          

 
 No IPA translation using library: 353 (35.3%) 
IPA translation that is the same using the library and model: 579 (89.48995363214837%) 
SED Average Including when SED is 0: 121/647 (0.18701700154559506) 
SED Average Excluding when SED is 0: 121/68 (1.7794117647058822) 

 
 Words that have different IPA Transcriptions 
architecturally                	 ɑrkɪtɛkʧərəli                  	 ɑrkətɛkʧərəli                  	 String Edit Distance 1  
shea                           	 ʃe                             	 ʃi                             	 String Edit Distance 1  
asap                           	 esæp                           	 əsæp                           	 String Edit Distance 1  
frere                          	 frɪr                           	 frɛr                           	 String Edit Distance 1  
entendre                       	 ɑntɑndrə                       	 ɛnəndr                         	 String Edit Distance 4  
