word                           	 ipa                            	 ipa_model                      
regimental                     	 rɛʤəmɛntəl                     	 rɛʤəmɛntəl                    
passivity                      	 pəsɪvɪti                       	 pəsɪvɪti                      
irrationally                   	 ɪræʃənəli                      	 ɪræʃənəli                     
enhances                       	 ɛnhænsɪz                       	 ɛnhænsɪz                      
botches                        	 botches*                       	 bɑʧɪz                         
illicitness                    	 illicitness*                   	 ɪlɪsətnəs                     
sands                          	 sændz                          	 sændz                         
delete                         	 dɪlit                          	 dɪlit                         
tang                           	 tɑŋ                            	 tɑŋ                           
subjected                      	 səbʤɛktɪd                      	 səbʤɛktɪd                     
stitch                         	 stɪʧ                           	 stɪʧ                          
repossess                      	 ripəzɛs                        	 ripəzɛs                       
rough                          	 rəf                            	 rəf                           
kenner                         	 kɛnər                          	 kɛnər                         
glutathione                    	 glutathione*                   	 gluteθiən                     
reverting                      	 rɪvərtɪŋ                       	 rɪvərtɪŋ                      
fluoride                       	 flʊraɪd                        	 flʊraɪd                       
playmates                      	 plemets                        	 plemets                       
tora                           	 tora*                          	 tɔrə                          
spouted                        	 spaʊtəd                        	 spaʊtəd                       
nationalization                	 næʃənələzeʃən                  	 næʃənəlaɪzeʃən                
confidentially                 	 kɑnfədɛnʃəli                   	 kɑnfədɛnʃəli                  
espouses                       	 ɪspaʊzɪz                       	 ɪspaʊzɪz                      
untangles                      	 untangles*                     	 əntæŋgəlz                     
cholecystitis                  	 cholecystitis*                 	 kɑləsɪstɪs                    
cort                           	 kɔrt                           	 kɔrt                          
vertigos                       	 vertigos*                      	 vərtɪgoʊz                     
heals                          	 hilz                           	 hilz                          
unselfish                      	 unselfish*                     	 ənsɛlfɪʃ                      
stage                          	 steʤ                           	 steʤ                          
cuckooing                      	 cuckooing*                     	 kəkuɪŋ                        
mulberry                       	 məlbɛri                        	 məlbɛri                       
flightless                     	 flaɪtləs                       	 flaɪtləs                      
hyphema                        	 hyphema*                       	 haɪfəmə                       
frenzies                       	 frɛnziz                        	 frɛnziz                       
swindling                      	 swɪndlɪŋ                       	 swɪndlɪŋ                      
roshi                          	 roshi*                         	 rɑʃi                          
procrastinators                	 prəkræstənetərz                	 prəkræstənetərz               
roistered                      	 roistered*                     	 rɔɪstərd                      
baggage                        	 bægɪʤ                          	 bægɪʤ                         
silencing                      	 saɪlənsɪŋ                      	 saɪlənsɪŋ                     
styx                           	 stɪks                          	 stɪks                         
denote                         	 dɪnoʊt                         	 dɪnoʊt                        
twinning                       	 twinning*                      	 twɪnɪŋ                        
agarose                        	 agarose*                       	 ægəroʊs                       
naively                        	 nɑivli                         	 nɑivli                        
harps                          	 hɑrps                          	 hɑrps                         
anorexia                       	 ænərɛksiə                      	 ænərɛksiə                     
pandas                         	 pændəz                         	 pændəz                        
context                        	 kɑntɛkst                       	 kɑntɛkst                      
oldest                         	 oʊldəst                        	 oʊldəst                       
snakelike                      	 sneklaɪk                       	 sneklaɪk                      
duka                           	 duka*                          	 dukə                          
goddesses                      	 gɑdəsɪz                        	 gɑdəsɪz                       
anus                           	 enəs                           	 enəs                          
glamouring                     	 glamouring*                    	 glæmərɪŋ                      
majora                         	 majora*                        	 məʤɔrə                        
halo                           	 heloʊ                          	 heloʊ                         
foxhunt                        	 foxhunt*                       	 fɑksənt                       
reappear                       	 riəpɪr                         	 riəpɪr                        
ungenerous                     	 ungenerous*                    	 ənʤɛnərəs                     
masticatory                    	 masticatory*                   	 mæstɪkətɔri                   
secs                           	 secs*                          	 sɛks                          
hubby                          	 həbi                           	 həbi                          
contraindications              	 contraindications*             	 kɑntrəndɪkeʃənz               
sleuthing                      	 sluθɪŋ                         	 sluðɪŋ                        
misfit                         	 mɪsfɪt                         	 mɪsfɪt                        
petechial                      	 petechial*                     	 pətɛkiəl                      
galleta                        	 galleta*                       	 gæletə                        
breezing                       	 breezing*                      	 brizɪŋ                        
blazed                         	 blezd                          	 blezd                         
bulger                         	 bəlgər                         	 bəlʤər                        
presentations                  	 prɛzənteʃənz                   	 prɛzənteʃənz                  
syzygy                         	 syzygy*                        	 sɪzɪʤi                        
indoors                        	 ɪndɔrz                         	 ɪndɔrz                        
curies                         	 curies*                        	 kjʊriz                        
expos                          	 ɛkspoʊz                        	 ɛkspoʊ                        
grails                         	 grails*                        	 grelz                         
donne                          	 dən                            	 dən                           
stephen                        	 stivən                         	 stɛfən                        
hygiene                        	 haɪʤin                         	 haɪʤin                        
homeys                         	 homeys*                        	 hoʊmiz                        
overthink                      	 overthink*                     	 oʊvərθɪŋk                     
riskier                        	 rɪskiər                        	 rɪskiər                       
drivable                       	 draɪvəbəl                      	 draɪvəbəl                     
paganism                       	 pegənɪzəm                      	 pegənɪzəm                     
reacts                         	 riækts                         	 riækts                        
goose                          	 gus                            	 gus                           
ermined                        	 ermined*                       	 ərmənd                        
expletives                     	 ɛksplətɪvz                     	 ɛksplətɪvz                    
ballgown                       	 ballgown*                      	 bælgoʊn                       
identification                 	 aɪdɛntəfəkeʃən                 	 aɪdɛntəfəkeʃən                
pulverised                     	 pulverised*                    	 pʊlvəraɪzd                    
boniface                       	 boniface*                      	 bɑnəfəs                       
implanting                     	 ɪmplæntɪŋ                      	 ɪmplæntɪŋ                     
shift                          	 ʃɪft                           	 ʃɪft                          
surpass                        	 sərpæs                         	 sərpæs                        
sever                          	 sɛvər                          	 sɛvər                         
hellman                        	 hɛlmən                         	 hɛlmæn                        
fuehrer                        	 fuehrer*                       	 fjurər                        
calchas                        	 calchas*                       	 kælkəz                        
derk                           	 dərk                           	 dərk                          
flaxseed                       	 flæksid                        	 flæksid                       
shades                         	 ʃedz                           	 ʃedz                          
greening                       	 grinɪŋ                         	 grinɪŋ                        
commendation                   	 kɑməndeʃən                     	 kɑməndeʃən                    
demoralizing                   	 dɪmɔrəlaɪzɪŋ                   	 dɪmɔrəlɪzɪŋ                   
openings                       	 oʊpənɪŋz                       	 oʊpənɪŋz                      
insofar                        	 ɪnsəfɑr                        	 ɪnsəfɑr                       
scraped                        	 skrept                         	 skrept                        
moisturising                   	 moisturising*                  	 mɔɪsʧərɪsɪŋ                   
marjorie                       	 mɑrʤəri                        	 mɑrʤəri                       
compartmentalize               	 kəmpɑrtmɛntəlaɪz               	 kɑmpərtmɛnəlz                 
privation                      	 praɪveʃən                      	 praɪveʃən                     
tetragrammaton                 	 tetragrammaton*                	 tɛtrəgræmətən                 
speer                          	 spɪr                           	 spɪr                          
impalement                     	 impalement*                    	 ɪmpelmənt                     
romantically                   	 roʊmæntɪkəli                   	 roʊmæntɪkəli                  
cloistered                     	 klɔɪstərd                      	 klɔɪstərd                     
glares                         	 glɛrz                          	 glɛrz                         
repeated                       	 rɪpitɪd                        	 rɪpitɪd                       
doorway                        	 dɔrwe                          	 dɔrwe                         
renomination                   	 rinɑməneʃən                    	 rɪnɑməneʃən                   
carson                         	 kɑrzən                         	 kɑrsən                        
virology                       	 vɪrɑləʤi                       	 vɪrɑləʤi                      
cathartically                  	 cathartically*                 	 kəθɑrtɪkəli                   
moonlighting                   	 munlaɪtɪŋ                      	 munlaɪtɪŋ                     
unfreezes                      	 unfreezes*                     	 ənfrizɪz                      
brats                          	 bræts                          	 bræts                         
rectification                  	 rɛktəfəkeʃən                   	 rɛktəfəkeʃən                  
simulator                      	 sɪmjəletər                     	 sɪmjəletər                    
billion                        	 bɪljən                         	 bɪljən                        
scarring                       	 skɑrɪŋ                         	 skɑrɪŋ                        
swamping                       	 swɑmpɪŋ                        	 swɑmpɪŋ                       
handcuff                       	 hændkəf                        	 hændkəf                       
reckon                         	 rɛkən                          	 rɛkən                         
reenlisting                    	 reenlisting*                   	 rinlɪstɪŋ                     
stanford                       	 stænfərd                       	 stænfɔrd                      
emotionalism                   	 imoʊʃnəlɪzəm                   	 imoʊʃnəlɪzəm                  
execution                      	 ɛksəkjuʃən                     	 ɛksəkjuʃən                    
demons                         	 dimənz                         	 dimənz                        
chicane                        	 chicane*                       	 ʃɪken                         
fugue                          	 fjug                           	 fjug                          
reliability                    	 rilaɪəbɪləti                   	 rilaɪəbɪləti                  
perceives                      	 pərsivz                        	 pərsivz                       
euros                          	 juroʊz                         	 jʊrɑs                         
adverb                         	 ædvərb                         	 ædvərb                        
calculators                    	 kælkjəletərz                   	 kælkjəletərz                  
franchising                    	 frænʧaɪzɪŋ                     	 frænʧaɪzɪŋ                    
dilantin                       	 dilantin*                      	 daɪlæntɪn                     
lip                            	 lɪp                            	 lɪp                           
banding                        	 bændɪŋ                         	 bændɪŋ                        
zirconia                       	 zirconia*                      	 zərkoʊniə                     
lemming                        	 lɛmɪŋ                          	 lɛmɪŋ                         
gradually                      	 græʤuəli                       	 græʤuəli                      
flawlessly                     	 flɔləsli                       	 flɔləsli                      
extremes                       	 ɪkstrimz                       	 ɪkstrimz                      
blowup                         	 bloʊəp                         	 bloʊəp                        
church                         	 ʧərʧ                           	 ʧərʧ                          
tickle                         	 tɪkəl                          	 tɪkəl                         
worcester                      	 wʊstər                         	 wərsɛstər                     
heliotrope                     	 hiliətroʊp                     	 hiliətroʊp                    
clerks                         	 klərks                         	 klərks                        
shop                           	 ʃɑp                            	 ʃɑp                           
cleft                          	 klɛft                          	 klɛft                         
nontraditional                 	 nɑntrədɪʃənəl                  	 nɑntrədɪʃənəl                 
rue                            	 ru                             	 ru                            
karuna                         	 karuna*                        	 kərunə                        
congest                        	 kənʤɛst                        	 kənʤɛst                       
capstone                       	 kæpstoʊn                       	 kæpstoʊn                      
craddy                         	 craddy*                        	 krædi                         
stinks                         	 stɪŋks                         	 stɪŋks                        
peds                           	 peds*                          	 pɛdz                          
anoscopy                       	 anoscopy*                      	 ænɔskɑpi                      
conferring                     	 kənfərɪŋ                       	 kənfərɪŋ                      
yerba                          	 yerba*                         	 jərbə                         
duelling                       	 duelling*                      	 duəlɪŋ                        
latching                       	 læʧɪŋ                          	 læʧɪŋ                         
spectre                        	 spɛktər                        	 spɛktrə                       
publican                       	 publican*                      	 pəblɪkən                      
corrections                    	 kərɛkʃənz                      	 kərɛkʃənz                     
foo                            	 fu                             	 fu                            
modulates                      	 modulates*                     	 mɔʤulets                      
endemic                        	 ɛndɛmɪk                        	 ɛndɛmɪk                       
allspice                       	 ɔlspaɪs                        	 ɔlspaɪs                       
boutiques                      	 butiks                         	 butiks                        
grievous                       	 grivəs                         	 grivəs                        
dovetails                      	 dəvtelz                        	 dəvtelz                       
deformed                       	 dɪfɔrmd                        	 dɪfɔrmd                       
propagates                     	 propagates*                    	 prɑpəgets                     
curt                           	 kərt                           	 kərt                          
hallucinations                 	 həlusəneʃənz                   	 həlusəneʃənz                  
mallard                        	 mælərd                         	 mælərd                        
arbour                         	 ɑrbər                          	 ɑrbər                         
distended                      	 dɪstɛndɪd                      	 dɪstɛndɪd                     
illicit                        	 ɪlɪsət                         	 ɪlɪsət                        
signboard                      	 signboard*                     	 sɪgnoʊɔrd                     
bucolic                        	 bjukɑlɪk                       	 bjukɑlɪk                      
yeses                          	 jɛsɪz                          	 jɛsɪz                         
salacious                      	 səleʃəs                        	 səleʃəs                       
depressants                    	 dɪprɛsənts                     	 dɪprɛsənts                    
sentimentalists                	 sentimentalists*               	 sɛnəmɛnəlɪsts                 
keystrokes                     	 kistroʊks                      	 kistroʊks                     
dissimulate                    	 dissimulate*                   	 dɪsɪmjəlet                    
myxedema                       	 myxedema*                      	 mɪksidmə                      
crucify                        	 krusəfaɪ                       	 krusəfaɪ                      
vanities                       	 vænətiz                        	 vænətiz                       
unmotivated                    	 unmotivated*                   	 ənmoʊtəvetɪd                  
encumbrance                    	 encumbrance*                   	 ɪnkəmbrəns                    
sis                            	 sɪs                            	 sɪs                           
adventurous                    	 ædvɛnʧərəs                     	 ædvɛnʧərəs                    
en                             	 ɛn                             	 ɛn                            
storytelling                   	 stɔritɛlɪŋ                     	 stɔritɛlɪŋ                    
sealskin                       	 sealskin*                      	 silskɪn                       
giftwrap                       	 giftwrap*                      	 gɪftræp                       
unrung                         	 unrung*                        	 ənrəŋ                         
befuddled                      	 bɪfədəld                       	 bɪfədəld                      
corpuses                       	 corpuses*                      	 kɔrpəsɪz                      
escuela                        	 escuela*                       	 ɛskjuələ                      
bloodhounds                    	 blədhaʊnz                      	 blədhaʊndz                    
used                           	 juzd                           	 juzd                          
lags                           	 lægz                           	 lægz                          
strung                         	 strəŋ                          	 strəŋ                         
pesos                          	 pesoʊz                         	 pisoʊz                        
foiled                         	 fɔɪld                          	 fɔɪld                         
bellyache                      	 bɛliek                         	 bɛljəʧ                        
roubles                        	 roubles*                       	 rubəlz                        
ejaculator                     	 ejaculator*                    	 əʤækjəletər                   
cyclopedia                     	 cyclopedia*                    	 saɪkləpidiə                   
redrew                         	 redrew*                        	 ridru                         
diphthongs                     	 diphthongs*                    	 dɪfθɔŋz                       
deficits                       	 dɛfɪsɪts                       	 dɛfɪsɪts                      
welfare                        	 wɛlfɛr                         	 wɛlfɛr                        
ambushing                      	 æmbʊʃɪŋ                        	 æmbʊʃɪŋ                       
florentine                     	 flɔrəntin                      	 flɔrəntaɪn                    
arbiter                        	 ɑrbɪtər                        	 ɑrbɪtər                       
patriarchs                     	 petriɑrks                      	 petriɑrks                     
plasticizer                    	 plæstəsaɪzər                   	 plæstɪsaɪzər                  
zambia                         	 zæmbiə                         	 zæmbiə                        
errantly                       	 errantly*                      	 ɛrəntli                       
elastic                        	 ɪlæstɪk                        	 ɪlæstɪk                       
acreage                        	 ekərɪʤ                         	 ekərɪʤ                        
far                            	 fɑr                            	 fɑr                           
sesquipedalian                 	 sesquipedalian*                	 sɛskwəpaɪpdliən               
osculation                     	 osculation*                    	 ɑskjəleʃən                    
shotgunned                     	 shotgunned*                    	 ʃɑtgənd                       
passably                       	 pæsəbli                        	 pæsəbli                       
trinitrate                     	 trinitrate*                    	 trɪnɪtret                     
camions                        	 camions*                       	 kæmiənz                       
marvellously                   	 marvellously*                  	 mɑrvələsli                    
waiver                         	 wevər                          	 wevər                         
ut                             	 ut*                            	 ət                            
zoroastrianism                 	 zoroastrianism*                	 zoʊroʊæstriənɪzəm             
annexe                         	 annexe*                        	 ænɛks                         
assigning                      	 əsaɪnɪŋ                        	 əsaɪnɪŋ                       
possess                        	 pəzɛs                          	 pəzɛs                         
pleading                       	 plidɪŋ                         	 plidɪŋ                        
stiffing                       	 stiffing*                      	 stɪfɪŋ                        
truncheons                     	 trənʧɪnz                       	 trənʧɪnz                      
principia                      	 prɪnsɪpiə                      	 prɪnsɪpiə                     
partition                      	 pɑrtɪʃən                       	 pɑrtɪʃən                      
ng                             	 ɪŋ                             	 ng                            
agitprop                       	 æʤətprɔp                       	 æʤətprɔp                      
renouncing                     	 rɪnaʊnsɪŋ                      	 rɪnaʊnsɪŋ                     
polarities                     	 polarities*                    	 poʊlɛrətiz                    
doles                          	 doʊlz                          	 doʊlz                         
hatbox                         	 hatbox*                        	 hætbɑks                       
lamented                       	 ləmɛntɪd                       	 ləmɛntɪd                      
cabooses                       	 kəbusɪz                        	 kəbusɪz                       
flowerpots                     	 flowerpots*                    	 flaʊərpɑts                    
sloan                          	 sloʊn                          	 sloʊn                         
enlivens                       	 ɛnlaɪvənz                      	 ɛnlɪvənz                      
destroy                        	 dɪstrɔɪ                        	 dɪstrɔɪ                       
pondered                       	 pɑndərd                        	 pɑndərd                       
reactive                       	 riæktɪv                        	 riæktɪv                       
lactating                      	 læktetɪŋ                       	 læktetɪŋ                      
lingonberry                    	 lingonberry*                   	 lɪŋgənbɛri                    
scrotum                        	 scrotum*                       	 skrɑtəm                       
czardas                        	 czardas*                       	 zɑrdəz                        
glistens                       	 glistens*                      	 glɪsənz                       
savings                        	 sevɪŋz                         	 sevɪŋz                        
undertones                     	 əndərtoʊnz                     	 əndərtoʊnz                    
shave                          	 ʃev                            	 ʃev                           
actuarial                      	 ækʧuɛriəl                      	 ækʧuɛriəl                     
conveyed                       	 kənved                         	 kənved                        
rumania                        	 rumeniə                        	 rumeniə                       
cruel                          	 kruəl                          	 kruəl                         
tachometer                     	 tachometer*                    	 tækoʊmɛtər                    
savannah                       	 səvænə                         	 səvænə                        
dally                          	 dæli                           	 dæli                          
pools                          	 pulz                           	 pulz                          
awnings                        	 awnings*                       	 ɑnɪŋz                         
awesomely                      	 ɔsəmli                         	 ɔsəmli                        
superheat                      	 superheat*                     	 supərhit                      
alliteration                   	 əlɪtəreʃən                     	 əlɪtəreʃən                    
derecho                        	 derecho*                       	 dɪrɛkoʊ                       
gastrointestinal               	 gæstroʊɪntɛstənəl              	 gæstrɔɪntəntɪl                
evitable                       	 evitable*                      	 ɛvətəbəl                      
amiable                        	 emiəbəl                        	 emiəbəl                       
serge                          	 sərʤ                           	 sərʤ                          
flooding                       	 flədɪŋ                         	 flədɪŋ                        
friend                         	 frɛnd                          	 frɛnd                         
scags                          	 skægz                          	 skægz                         
restore                        	 rɪstɔr                         	 rɪstɔr                        
cribs                          	 krɪbz                          	 krɪbz                         
cuss                           	 kəs                            	 kəs                           
rumrunners                     	 rumrunners*                    	 rəmənərz                      
hirelings                      	 hirelings*                     	 haɪərlɪŋz                     
crepes                         	 kreps                          	 krips                         
biopsied                       	 biopsied*                      	 baɪɑpsid                      
maire                          	 mɛr                            	 mɛr                           
moderator                      	 mɑdəretər                      	 mɑdəretər                     
rowdier                        	 rowdier*                       	 raʊdiər                       
artlessly                      	 artlessly*                     	 ɑrtləsli                      
rageful                        	 rageful*                       	 reʤfəl                        
condoned                       	 kəndoʊnd                       	 kəndoʊnd                      
pilasters                      	 pəlæstərz                      	 pəlæstərz                     
vasopressin                    	 vasopressin*                   	 væzəprɛsən                    
attuned                        	 ətund                          	 ətund                         
trippingly                     	 trippingly*                    	 trɪpɪŋli                      
minutemen                      	 mɪnətmɛn                       	 mɪnətmən                      
drek                           	 drek*                          	 drɛk                          
drain                          	 dren                           	 dren                          
cleaving                       	 cleaving*                      	 klivɪŋ                        
phantoms                       	 fænəmz                         	 fænəmz                        
underappreciated               	 underappreciated*              	 əndəræprietɪd                 
emits                          	 ɪmɪts                          	 ɪmɪts                         
pac                            	 pæk                            	 pæk                           
swedes                         	 swidz                          	 swidz                         
extincted                      	 extincted*                     	 ɪkstɪŋktɪd                    
mikvah                         	 mikvah*                        	 mɪkhə                         
whisperer                      	 wɪspərər                       	 wɪspərər                      
finishers                      	 fɪnɪʃərz                       	 fɪnɪʃərz                      
stipend                        	 staɪpənd                       	 staɪpɛnd                      
exercises                      	 ɛksərsaɪzɪz                    	 ɛksərsaɪzɪz                   
frogfish                       	 frogfish*                      	 frɑgfɪʃ                       
tollhouse                      	 tollhouse*                     	 tɑlhaʊs                       
bloater                        	 bloater*                       	 bloʊtər                       
plumber                        	 pləmər                         	 pləmər                        
jokester                       	 ʤoʊkstər                       	 ʤoʊkstər                      
entryway                       	 ɛntriwe                        	 ɛntriwe                       
glandular                      	 glænʤələr                      	 glænʤələr                     
erroneous                      	 ɛroʊniəs                       	 ɛroʊniəs                      
rigidly                        	 rɪʤɪdli                        	 rɪʤɪdli                       
percheron                      	 percheron*                     	 pərʧərən                      
obsidian                       	 əbsɪdiən                       	 əbsɪdiən                      
dazzling                       	 dæzəlɪŋ                        	 dæzəlɪŋ                       
dit                            	 dit*                           	 dɪt                           
engulf                         	 ɪngəlf                         	 ɪngəlf                        
finest                         	 faɪnəst                        	 faɪnəst                       
briefcase                      	 brifkes                        	 brifkes                       
verbose                        	 verbose*                       	 vərboʊs                       
dukedom                        	 dukdəm                         	 dukdəm                        
chooser                        	 chooser*                       	 ʧuzər                         
constellation                  	 kɑnstəleʃən                    	 kɑnstəleʃən                   
feller                         	 fɛlər                          	 fɛlər                         
snowplow                       	 snoʊplaʊ                       	 snoʊploʊ                      
radiations                     	 radiations*                    	 redieʃənz                     
chophouses                     	 chophouses*                    	 ʧɑfəsəz                       
swifts                         	 swɪfts                         	 swɪfts                        
allocate                       	 æləket                         	 æləket                        
tovarisch                      	 tovarisch*                     	 toʊvərɪs                      
overexcitement                 	 overexcitement*                	 oʊvərɪksaɪtmənt               
ruination                      	 ruination*                     	 ruɪneʃən                      
weighing                       	 weɪŋ                           	 weɪŋ                          
sinky                          	 sinky*                         	 sɪŋki                         
dp                             	 dp*                            	 dpɑp                          
mandated                       	 mændetɪd                       	 mændetɪd                      
bink                           	 bɪŋk                           	 bɪŋk                          
ecosystems                     	 ikoʊsɪstəmz                    	 ikoʊsɪstəmz                   
standings                      	 stændɪŋz                       	 stændɪŋz                      
feedy                          	 feedy*                         	 fidi                          
skiddooed                      	 skiddooed*                     	 skɪdud                        
appetiser                      	 appetiser*                     	 əpɛtɪzər                      
thrifts                        	 θrɪfts                         	 θrɪfts                        
casualness                     	 kæʒəwəlnɛs                     	 kæʒəwəlnɛs                    
sunnier                        	 sunnier*                       	 səniər                        
convolutions                   	 convolutions*                  	 kɑnvəluʃənz                   
vireo                          	 vireo*                         	 vɪrioʊ                        
drover                         	 droʊvər                        	 droʊvər                       
churro                         	 churro*                        	 ʧəroʊ                         
glommed                        	 glommed*                       	 glɑmd                         
aromatic                       	 ɛrəmætɪk                       	 ɛrəmætɪk                      
reservoirs                     	 rɛzərvwɑrz                     	 rɛzərvwɑrz                    
canfield                       	 kænfild                        	 kænfild                       
knights                        	 naɪts                          	 naɪts                         
proactive                      	 proʊæktɪv                      	 proʊæktɪv                     
until                          	 əntɪl                          	 əntɪl                         
straddling                     	 strædlɪŋ                       	 strædəlɪŋ                     
spews                          	 spjuz                          	 spjuz                         
sundowning                     	 sundowning*                    	 səndaʊnɪŋ                     
alarums                        	 alarums*                       	 ælərəmz                       
pioneers                       	 paɪənɪrz                       	 paɪənɪrz                      
gendarmerie                    	 gendarmerie*                   	 ʤɛndərmɛri                    
sweetheart                     	 swithɑrt                       	 swithɑrt                      
avoidance                      	 əvɔɪdəns                       	 əvɔɪdəns                      
puffed                         	 pəft                           	 pəft                          
blundering                     	 bləndərɪŋ                      	 bləndərɪŋ                     
sidestep                       	 saɪdstɛp                       	 saɪdstɛp                      
freshmen                       	 frɛʃmɪn                        	 frɛʃmɪn                       
ostracize                      	 ɔstrəsaɪz                      	 ɑstrəsaɪz                     
ermines                        	 ermines*                       	 ərmənz                        
pinecone                       	 pinecone*                      	 paɪnkoʊn                      
embezzler                      	 ɪmbɛzələr                      	 ɪmbɛzələr                     
scroungy                       	 scroungy*                      	 skraʊnʤi                      
portability                    	 pɔrtəbɪlɪti                    	 pɔrtəbɪlɪti                   
observers                      	 əbzərvərz                      	 əbzərvərz                     
idiocy                         	 ɪdiəsi                         	 ɪdiəsi                        
intimately                     	 ɪntɪmətli                      	 ɪntɪmətli                     
heresies                       	 heresies*                      	 hɛrəsiz                       
lionize                        	 laɪənaɪz                       	 laɪənaɪz                      
dampness                       	 dæmpnɪs                        	 dæmpnɪs                       
strewth                        	 strewth*                       	 struθ                         
posses                         	 pɑsiz                          	 pɑsɪz                         
pepper                         	 pɛpər                          	 pɛpər                         
adjudicating                   	 əʤudɪketɪŋ                     	 əʤudɪketɪŋ                    
dolomite                       	 doʊləmaɪt                      	 doʊləmaɪt                     
gigahertz                      	 gigahertz*                     	 gɪgəhərts                     
salivate                       	 sæləvet                        	 sæləvet                       
unbalanced                     	 ənbælənst                      	 ənbælənst                     
churned                        	 ʧərnd                          	 ʧərnd                         
puddings                       	 pʊdɪŋz                         	 pʊdɪŋz                        
juniors                        	 ʤunjərz                        	 ʤunjərz                       
street                         	 strit                          	 strit                         
ungallant                      	 ungallant*                     	 əngælənt                      
apostrophe                     	 əpɑstrəfi                      	 əpɑstrəfi                     
plan                           	 plæn                           	 plæn                          
rudeness                       	 rudnəs                         	 rudnəs                        
impotent                       	 ɪmpətənt                       	 ɪmpətənt                      
inspects                       	 ɪnspɛkts                       	 ɪnspɛkts                      
streptomycin                   	 streptomycin*                  	 strɛptəmɪsɪn                  
vastness                       	 væstnəs                        	 væstnəs                       
unsaddle                       	 unsaddle*                      	 ənsædəl                       
benched                        	 benched*                       	 bɛnʧt                         
bookman                        	 bʊkmən                         	 bʊkmən                        
negatory                       	 negatory*                      	 nɛgətɔri                      
logged                         	 lɔgd                           	 lɔgd                          
sustaining                     	 səstenɪŋ                       	 səstenɪŋ                      
kayaks                         	 kaɪæks                         	 kaɪæks                        
loosen                         	 lusən                          	 lusən                         
torus                          	 torus*                         	 tɔrəs                         
funfair                        	 funfair*                       	 fənfɛr                        
bk                             	 bk*                            	 bɑk                           
hertfordshire                  	 hertfordshire*                 	 hərtfɔrdʃaɪr                  
pendulous                      	 pɛnʤələs                       	 pɛnʤələs                      
resemblance                    	 rɪzɛmbləns                     	 rɪzɛmbləns                    
cabmen                         	 cabmen*                        	 kæbmən                        
mar                            	 mɑr                            	 mɑr                           
painstaking                    	 penstekɪŋ                      	 penstekɪŋ                     
avionics                       	 eviɑnɪks                       	 eviɑnɪks                      
aesthete                       	 ɛsθit                          	 ɛsθit                         
mistook                        	 mɪstʊk                         	 mɪstʊk                        
derringers                     	 derringers*                    	 dɛrɪŋərz                      
legalistic                     	 lɛgəlɪstɪk                     	 lɛgəlɪstɪk                    
firs                           	 fərz                           	 fərz                          
crate                          	 kret                           	 kret                          
closers                        	 closers*                       	 kloʊzərz                      
transillumination              	 trænzəluməneʃən                	 trænzəluməneʃən               
mask                           	 mæsk                           	 mæsk                          
fleshly                        	 fleshly*                       	 flɛʃli                        
crippingly                     	 crippingly*                    	 krɪpɪŋli                      
unloading                      	 ənloʊdɪŋ                       	 ənloʊdɪŋ                      
transmute                      	 transmute*                     	 trænsmut                      
quadrant                       	 kwɑdrənt                       	 kwɑdrənt                      
harle                          	 hɑrəl                          	 hɑrlə                         
originating                    	 ərɪʤənetɪŋ                     	 ərɪʤənetɪŋ                    
huppahs                        	 huppahs*                       	 həpəhəz                       
globalization                  	 gloʊbəlɪzeʃən                  	 gloʊbælɪzeʃən                 
harridans                      	 harridans*                     	 hɛrɪdənz                      
recoverable                    	 rɪkəvərəbəl                    	 rɪkəvərəbəl                   
forsee                         	 fərsi                          	 fɔrsi                         
sociology                      	 soʊsiɑləʤi                     	 soʊsiɑləʤi                    
holily                         	 holily*                        	 hɑləli                        
orthoepy                       	 orthoepy*                      	 ɔrθiɛpi                       
anuran                         	 anuran*                        	 ænjʊrən                       
tamaracks                      	 tamaracks*                     	 tæməræks                      
anchormen                      	 æŋkərmɛn                       	 ænʧɔrmən                      
recurs                         	 recurs*                        	 rikərz                        
liquifying                     	 liquifying*                    	 lɪkwəfaɪɪŋ                    
opaque                         	 oʊpek                          	 oʊpek                         
agitating                      	 æʤətetɪŋ                       	 æʤətetɪŋ                      
paydays                        	 paydays*                       	 pedez                         
flowcharting                   	 flowcharting*                  	 floʊʧɑrtɪŋ                    
artists                        	 ɑrtɪsts                        	 ɑrtɪsts                       
min                            	 mɪn                            	 mɪn                           
mansions                       	 mænʧənz                        	 mænʧənz                       
uncivil                        	 ənsɪvəl                        	 ənsɪvəl                       
fiddlers                       	 fɪdələrz                       	 fɪdələrz                      
caplin                         	 kæplɪn                         	 kæplɪn                        
euphony                        	 jufəni                         	 jufəni                        
cords                          	 kɔrdz                          	 kɔrdz                         
kep                            	 kep*                           	 kɛp                           
nonetheless                    	 nənðəlɛs                       	 nɑnəθɛləs                     
unquestionably                 	 ənkwɛsʧənəbli                  	 ənkwɛsʧənəbli                 
exposes                        	 ɪkspoʊzɪz                      	 ɪkspoʊzɪz                     
intact                         	 ɪntækt                         	 ɪntækt                        
thalers                        	 thalers*                       	 ðelərz                        
leda                           	 lidə                           	 lidə                          
piratical                      	 piratical*                     	 pɪrətɪkəl                     
provably                       	 provably*                      	 pruvəbli                      
remixes                        	 remixes*                       	 rimɪksɪz                      
throwing                       	 θroʊɪŋ                         	 θroʊɪŋ                        
flat                           	 flæt                           	 flæt                          
