word                           	 ipa                            	 ipa_model                      
pacifists                      	 pæsɪfɪsts                      	 pæsɪfɪsts                     
chalice                        	 ʧælɪs                          	 ʧælɪs                         
glacial                        	 gleʃəl                         	 gleʃəl                        
punt                           	 pənt                           	 pənt                          
retiree                        	 ritaɪri                        	 ritaɪri                       
tnt                            	 tnt*                           	 tt                            
natu                           	 natu*                          	 netu                          
thionyl                        	 thionyl*                       	 θaɪənɪl                       
posterior                      	 pɔstɪrjər                      	 pɔstɪrjər                     
hiding                         	 haɪdɪŋ                         	 haɪdɪŋ                        
fumbler                        	 fumbler*                       	 fəmblər                       
polynesians                    	 polynesians*                   	 pɑliniziənz                   
systemize                      	 systemize*                     	 sɪstəmaɪz                     
grisliest                      	 grisliest*                     	 grɪzliəst                     
lawbreaking                    	 lɔbrekɪŋ                       	 lɔbrekɪŋ                      
chlorinate                     	 klɔrənet                       	 klɔrənet                      
intermastoid                   	 intermastoid*                  	 ɪntərmæstɪd                   
appropriating                  	 əproʊprietɪŋ                   	 əproʊprietɪŋ                  
underestimate                  	 əndərɛstəmet                   	 əndərɛstəmet                  
rinks                          	 rɪŋks                          	 rɪŋks                         
cherubic                       	 ʧərubɪk                        	 ʧɛrbɪk                        
pelvises                       	 pelvises*                      	 pɛlvaɪzɪz                     
upstanding                     	 əpstændɪŋ                      	 əpstændɪŋ                     
believable                     	 bəlivəbəl                      	 bəlivəbəl                     
lod                            	 lod*                           	 lɑd                           
outside                        	 aʊtsaɪd                        	 aʊtsaɪd                       
pastrami                       	 pəstrɑmi                       	 pəstrɑmi                      
menthol                        	 mɛnθɔl                         	 mɛnθhɑl                       
reddens                        	 reddens*                       	 rɛdənz                        
pincher                        	 pɪnʧər                         	 pɪnʧər                        
polishing                      	 pɑlɪʃɪŋ                        	 pɑlɪʃɪŋ                       
responsibility                 	 rispɑnsəbɪləti                 	 rispɑnsəbɪləti                
janitor                        	 ʤænətər                        	 ʤænətər                       
mice                           	 maɪs                           	 maɪs                          
prescriptions                  	 prəskrɪpʃənz                   	 prəskrɪpʃənz                  
reprehend                      	 reprehend*                     	 rɛprɪhɛnd                     
kingmaker                      	 kɪŋmekər                       	 kɪŋmekər                      
cells                          	 sɛlz                           	 sɛlz                          
improvise                      	 ɪmprəvaɪz                      	 ɪmprəvaɪz                     
despoil                        	 despoil*                       	 dɛspɔɪl                       
scalawags                      	 scalawags*                     	 skæləwægz                     
coucher                        	 coucher*                       	 kaʊʧər                        
romanced                       	 romanced*                      	 roʊmænst                      
macedoine                      	 macedoine*                     	 mækədɔɪn                      
apl                            	 apl*                           	 ep                            
insouciant                     	 ɪnsusjənt                      	 ɪnsusjənt                     
crassness                      	 crassness*                     	 kræsnəs                       
bab                            	 bæb                            	 bæb                           
seminormal                     	 seminormal*                    	 sɛmənɔrməl                    
deadest                        	 deadest*                       	 dɛdəst                        
timings                        	 timings*                       	 taɪmɪŋz                       
engorgement                    	 engorgement*                   	 ɛngɔrʤmənt                    
folies                         	 folies*                        	 foʊliz                        
schlepp                        	 ʃlɛp                           	 ʃlɛp                          
rabban                         	 rabban*                        	 ræbən                         
pre                            	 pri                            	 pri                           
environmentalists              	 ɛnvaɪrənmɛnəlɪsts              	 ɛnvaɪrənmɛnəlɪsts             
unaccommodating                	 unaccommodating*               	 ənəkɑmədetɪŋ                  
incompatibility                	 ɪnkɑmpətɪbɪlɪti                	 ɪnkɑmpətɪbɪlɪti               
hardhats                       	 hardhats*                      	 hɑrdhæts                      
wickedly                       	 wɪkɪdli                        	 wɪkɪdli                       
gres                           	 gres*                          	 grɛs                          
carmel                         	 kɑrməl                         	 kɑrməl                        
anemias                        	 ənimiəz                        	 ənimiəz                       
geostationary                  	 geostationary*                 	 ʤioʊsteʃənɛri                 
silliest                       	 sɪliəst                        	 sɪliəst                       
marathons                      	 mɛrəθɑnz                       	 mɛrəθɑnz                      
coaxed                         	 koʊkst                         	 koʊkst                        
slaughterhouses                	 slɔtərhaʊsɪz                   	 slɔtərhaʊsəz                  
groundswell                    	 graʊndswɛl                     	 graʊndswɛl                    
marquee                        	 mɑrki                          	 mɑrki                         
outstandings                   	 outstandings*                  	 aʊtstændɪŋz                   
laborously                     	 laborously*                    	 læbərəsli                     
lipa                           	 lipə                           	 laɪpə                         
pastor                         	 pæstər                         	 pæstər                        
clum                           	 kləm                           	 kləm                          
sentimentalist                 	 sentimentalist*                	 sɛnəmɛnəlɪst                  
ewes                           	 juz                            	 juz                           
loudering                      	 loudering*                     	 laʊdərɪŋ                      
coonskin                       	 coonskin*                      	 kunskɪn                       
ascending                      	 əsɛndɪŋ                        	 əsɛndɪŋ                       
snuffles                       	 snuffles*                      	 snəfəlz                       
norwegian                      	 nɔrwiʤən                       	 nɔrwɛʤən                      
pouncing                       	 paʊnsɪŋ                        	 paʊnsɪŋ                       
consuming                      	 kənsumɪŋ                       	 kənsumɪŋ                      
borrow                         	 bɑroʊ                          	 bɑroʊ                         
larcenous                      	 lɑrsənəs                       	 lɑrsənəs                      
entrants                       	 ɛntrənts                       	 ɛntrənts                      
camelback                      	 camelback*                     	 kemlæk                        
planeload                      	 plenloʊd                       	 plænəloʊd                     
jerkins                        	 ʤərkɪnz                        	 ʤərkɪnz                       
disorientated                  	 disorientated*                 	 dɪsɔriɛntetɪd                 
scarcer                        	 skɛrsər                        	 skɛrsər                       
store                          	 stɔr                           	 stɔr                          
laver                          	 levər                          	 levər                         
looped                         	 lupt                           	 lupt                          
inoculations                   	 ɪnɑkjəleʃənz                   	 ɪnɑkjəleʃənz                  
cutup                          	 cutup*                         	 kjutəp                        
sandcastles                    	 sandcastles*                   	 sændkæstəlz                   
vandalising                    	 vandalising*                   	 vændəlaɪzɪŋ                   
consultants                    	 kənsəltənts                    	 kənsəltənts                   
defeats                        	 dɪfits                         	 dɪfits                        
keys                           	 kiz                            	 kiz                           
marica                         	 marica*                        	 mɛrɪkə                        
trough                         	 trɔf                           	 trɔf                          
trouncing                      	 traʊnsɪŋ                       	 traʊnsɪŋ                      
qu                             	 ku                             	 kwə                           
those                          	 ðoʊz                           	 ðoʊz                          
finely                         	 faɪnli                         	 faɪnli                        
inconsequentiality             	 inconsequentiality*            	 ɪnkɑnsəkwɛnʃələti             
liberator                      	 lɪbəretər                      	 lɪbəretər                     
hayseeds                       	 hayseeds*                      	 hesidz                        
mis                            	 mɪs                            	 mɪs                           
olde                           	 oʊld                           	 oʊld                          
sifts                          	 sɪfts                          	 sɪfts                         
arbitrarily                    	 ɑrbɪtrɛrəli                    	 ɑrbɪtrɛrəli                   
hern                           	 hərn                           	 hərn                          
asthmatics                     	 ɛsθmɛtɪks                      	 ɛsθmɛtɪks                     
chukker                        	 chukker*                       	 ʧəkər                         
nebuliser                      	 nebuliser*                     	 nɛbjəlɪsər                    
fingered                       	 fɪŋgərd                        	 fɪŋgərd                       
deny                           	 dɪnaɪ                          	 dɪnaɪ                         
graying                        	 greɪŋ                          	 greɪŋ                         
isolde                         	 ɪsoʊld                         	 aɪsoʊld                       
breakups                       	 brekəps                        	 brekəps                       
bluster                        	 bləstər                        	 bləstər                       
thunderstruck                  	 θəndərstrək                    	 θəndərstrək                   
jillions                       	 ʤɪljənz                        	 ʤɪljənz                       
metabolisms                    	 mətæbəlɪzəmz                   	 mətæbəlɪzəmz                  
pirouetting                    	 pirouetting*                   	 pɪruɛtɪŋ                      
skelp                          	 skelp*                         	 skɛlp                         
peen                           	 peen*                          	 pin                           
makings                        	 mekɪŋz                         	 mekɪŋz                        
encompasses                    	 ɛnkəmpəsəz                     	 ɛnkəmpəsəz                    
exonerates                     	 ɪgzɑnərets                     	 ɪgzɑnərets                    
db                             	 db*                            	 dɑktər                        
supine                         	 supaɪn                         	 supaɪn                        
styrax                         	 styrax*                        	 staɪræks                      
unavoidably                    	 ənəvɔɪdəbli                    	 ənəvɔɪdəbli                   
barhopping                     	 barhopping*                    	 bɑrhɑpɪŋ                      
limbless                       	 lɪmləs                         	 lɪmbləs                       
dallying                       	 dallying*                      	 dæliɪŋ                        
suckles                        	 suckles*                       	 səkəlz                        
especial                       	 əspɛʃəl                        	 əspɛʃəl                       
wraps                          	 ræps                           	 ræps                          
pivot                          	 pɪvət                          	 pɪvət                         
ensuite                        	 ensuite*                       	 ɛnsut                         
counterpart                    	 kaʊntərpɑrt                    	 kaʊntərpɑrt                   
facilitated                    	 fəsɪlətetɪd                    	 fəsɪlətetɪd                   
agreat                         	 agreat*                        	 egriet                        
instated                       	 instated*                      	 ɪnstetɪd                      
licks                          	 lɪks                           	 lɪks                          
depositors                     	 dəpɑzɪtərz                     	 dɪpɑzətərz                    
geographical                   	 ʤiəgræfɪkəl                    	 ʤiəgræfɪkəl                   
hesitate                       	 hɛzətet                        	 hɛzətet                       
grassy                         	 græsi                          	 græsi                         
freeway                        	 friwe                          	 friwe                         
foreseeing                     	 fɔrsiɪŋ                        	 fɔrsiɪŋ                       
lifeboats                      	 laɪfboʊts                      	 laɪfboʊts                     
edaphology                     	 edaphology*                    	 ɛdəfɑləʤi                     
revolutionise                  	 revolutionise*                 	 rɛvəluʃənəs                   
trial                          	 traɪəl                         	 traɪəl                        
underhandedly                  	 underhandedly*                 	 əndərhændɪdli                 
gingersnap                     	 gingersnap*                    	 ʤɪnʤərznæp                    
carpet                         	 kɑrpət                         	 kɑrpət                        
shivered                       	 ʃɪvərd                         	 ʃɪvərd                        
ram                            	 ræm                            	 ræm                           
indoctrinate                   	 indoctrinate*                  	 ɪndɑktrənet                   
bypasses                       	 baɪpæsɪz                       	 baɪpæsɪz                      
mournful                       	 mɔrnfəl                        	 mɔrnfəl                       
billboards                     	 bɪlbɔrdz                       	 bɪlbɔrdz                      
fleecy                         	 flisi                          	 flisi                         
diddlysquat                    	 diddlysquat*                   	 dɪdlɪskwɑt                    
stradivarius                   	 strædɪvɛriəs                   	 strədɪvɛriəs                  
unrealized                     	 ənriəlaɪzd                     	 ənrilaɪzd                     
chairing                       	 ʧɛrɪŋ                          	 ʧɛrɪŋ                         
hillside                       	 hɪlsaɪd                        	 hɪlsaɪd                       
tokes                          	 tokes*                         	 toʊks                         
gentlemanlike                  	 gentlemanlike*                 	 ʤɛnəlmænlaɪk                  
squadron                       	 skwɑdrən                       	 skwɑdrən                      
synced                         	 synced*                        	 sɪnst                         
leonid                         	 liənɪd                         	 liɑnɪd                        
infuser                        	 infuser*                       	 ɪnfjuzər                      
tapestries                     	 tæpəstriz                      	 tepstriz                      
sea                            	 si                             	 si                            
contemplating                  	 kɑntəmpletɪŋ                   	 kɑntəmpletɪŋ                  
hoes                           	 hoʊz                           	 hoʊz                          
armload                        	 armload*                       	 ɑrmloʊd                       
counterpoise                   	 counterpoise*                  	 kaʊntərpɔɪz                   
tradition                      	 trədɪʃən                       	 trədɪʃən                      
thunderball                    	 thunderball*                   	 θəndərbɔl                     
puzzler                        	 pəzlər                         	 pəzlər                        
arrangements                   	 ərenʤmənts                     	 ərenʤmənts                    
carpentering                   	 carpentering*                  	 kɑrpəntɛrɪŋ                   
masturbator                    	 masturbator*                   	 mæstərbetər                   
freebasing                     	 freebasing*                    	 fribesɪŋ                      
habiliments                    	 habiliments*                   	 həbɪlmənts                    
machismo                       	 məʧɪzmoʊ                       	 məʃɪzmoʊ                      
nobodies                       	 noʊbɑdiz                       	 noʊbɑdiz                      
venting                        	 vɛntɪŋ                         	 vɛntɪŋ                        
doorknob                       	 durnɑb                         	 durnɑb                        
coraggio                       	 coraggio*                      	 kəræʤioʊ                      
standouts                      	 stændaʊts                      	 stændaʊts                     
raping                         	 repɪŋ                          	 repɪŋ                         
nit                            	 nɪt                            	 nɪt                           
housing                        	 haʊzɪŋ                         	 haʊzɪŋ                        
merrymen                       	 merrymen*                      	 mɛrimən                       
mommie                         	 mommie*                        	 mɑmi                          
senior                         	 sinjər                         	 sinjər                        
thermals                       	 thermals*                      	 θərməlz                       
lambkin                        	 lambkin*                       	 læmkɪn                        
allow                          	 əlaʊ                           	 əlaʊ                          
senhorita                      	 senhorita*                     	 sɛnhɔrətə                     
surgeon                        	 sərʤɪn                         	 sərʤɪn                        
irrelevancy                    	 ɪrɛləvənsi                     	 ɪrɛləvənsi                    
discolour                      	 discolour*                     	 dɪskələr                      
blotted                        	 blɑtəd                         	 blɑtəd                        
boldface                       	 boʊldfes                       	 boʊldfes                      
shears                         	 ʃirz                           	 ʃirz                          
skimping                       	 skɪmpɪŋ                        	 skɪmpɪŋ                       
guillotines                    	 guillotines*                   	 gɪlətinz                      
multiplication                 	 məltəpləkeʃən                  	 məltəpləkeʃən                 
croaks                         	 croaks*                        	 kroʊks                        
yogurt                         	 joʊgərt                        	 joʊgərt                       
transsexualism                 	 transsexualism*                	 trænsɛkʃuəlɪzəm               
picks                          	 pɪks                           	 pɪks                          
swash                          	 swash*                         	 swɑʃ                          
tablespoons                    	 tebəlspunz                     	 tebəlspunz                    
communicate                    	 kəmjunəket                     	 kəmjunəket                    
akin                           	 ekɪn                           	 ekɪn                          
seismologists                  	 saɪzmɑləʤɪsts                  	 saɪzmɑləʤɪsts                 
prisses                        	 prisses*                       	 prɪsɪz                        
mimetic                        	 mimetic*                       	 mɪmtɪk                        
barrelling                     	 barrelling*                    	 bɛrəlɪŋ                       
facials                        	 feʃəlz                         	 feʃəlz                        
chippies                       	 chippies*                      	 ʧɪpiz                         
determinants                   	 dɪtərmənənts                   	 dɪtərmənənts                  
forbears                       	 forbears*                      	 fɔrbɛrz                       
foist                          	 fɔɪst                          	 fɔɪst                         
toots                          	 tʊts                           	 tuts                          
indiscernible                  	 indiscernible*                 	 ɪndɪsərnɪbəl                  
cicerone                       	 sɪsəroʊn                       	 sɪsəroʊn                      
segment                        	 sɛgmɛnt                        	 sɛgmɛnt                       
ledgers                        	 lɛʤərz                         	 lɛʤərz                        
tried                          	 traɪd                          	 traɪd                         
screenland                     	 screenland*                    	 skrinlænd                     
pornographies                  	 pornographies*                 	 pɔrnɑgrəfiz                   
stinkeroos                     	 stinkeroos*                    	 stɪŋkəruz                     
hibiscus                       	 hibiscus*                      	 hɪbəskəs                      
dumpling                       	 dəmplɪŋ                        	 dəmplɪŋ                       
bristling                      	 brɪsəlɪŋ                       	 brɪsəlɪŋ                      
virulent                       	 vɪrələnt                       	 vɪrələnt                      
scenery                        	 sinəri                         	 sinəri                        
defacto                        	 defacto*                       	 dɪfæktoʊ                      
murmur                         	 mərmər                         	 mərmər                        
deductible                     	 dɪdəktəbəl                     	 dɪdəktəbəl                    
lamebrain                      	 lamebrain*                     	 lembren                       
jigs                           	 ʤɪgz                           	 ʤɪgz                          
flit                           	 flɪt                           	 flɪt                          
browning                       	 braʊnɪŋ                        	 braʊnɪŋ                       
slot                           	 slɑt                           	 slɑt                          
barker                         	 bɑrkər                         	 bɑrkər                        
bodysurf                       	 bodysurf*                      	 bɑdisərf                      
binocular                      	 bənɑkjələr                     	 bənɑkjələr                    
playable                       	 playable*                      	 pleəbəl                       
brushstrokes                   	 brushstrokes*                  	 brəʃstroʊks                   
logos                          	 loʊgoʊz                        	 loʊgoʊz                       
film                           	 fɪlm                           	 fɪlm                          
provinces                      	 prɑvənsəz                      	 prɑvənsəz                     
zn                             	 zn*                            	 znɑ                           
bay                            	 be                             	 be                            
gabby                          	 gæbi                           	 gæbi                          
purring                        	 pərɪŋ                          	 pərɪŋ                         
therapeutics                   	 θɛrəpjutɪks                    	 θɛrəpjutɪks                   
prepared                       	 pripɛrd                        	 pripɛrd                       
cumming                        	 kəmɪŋ                          	 kəmɪŋ                         
feel                           	 fil                            	 fil                           
economist                      	 ɪkɑnəmɪst                      	 ɪkɑnəmɪst                     
tenders                        	 tɛndərz                        	 tɛndərz                       
gent                           	 ʤɛnt                           	 ʤɛnt                          
hatchway                       	 hatchway*                      	 hæʧwe                         
responses                      	 rɪspɑnsɪz                      	 rɪspɑnsɪz                     
chef                           	 ʃɛf                            	 ʃɛf                           
meddling                       	 mɛdəlɪŋ                        	 mɛdəlɪŋ                       
tenable                        	 tɛnəbəl                        	 tɛnəbəl                       
debriefs                       	 dɪbrifs                        	 dɪbrifs                       
ergonomically                  	 ərgənɑmɪkli                    	 ərgənɑmɪkli                   
prim                           	 prɪm                           	 prɪm                          
whee                           	 whee*                          	 wi                            
clever                         	 klɛvər                         	 klɛvər                        
harrow                         	 hæroʊ                          	 hɛroʊ                         
extrasensory                   	 ɛkstrəsɛnsəri                  	 ɛkstræsənsəri                 
hadj                           	 hadj*                          	 hæʤ                           
irresilient                    	 irresilient*                   	 ɪrɪzɪljənt                    
drooled                        	 drooled*                       	 druld                         
indissoluble                   	 indissoluble*                  	 ɪndɪsələbəl                   
appropriation                  	 əproʊprieʃən                   	 əproʊprieʃən                  
channelling                    	 channelling*                   	 ʧænəlɪŋ                       
suppositions                   	 səpəzɪʃənz                     	 səpəzɪʃənz                    
palominos                      	 palominos*                     	 pæləmɪnz                      
rami                           	 rɑmi                           	 rɑmi                          
pruned                         	 prund                          	 prund                         
uncannily                      	 ənkænəli                       	 ənkænəli                      
dopey                          	 doʊpi                          	 doʊpi                         
warmongering                   	 wɔrmɑŋgərɪŋ                    	 wɔrmɑŋgərɪŋ                   
duplication                    	 djupləkeʃən                    	 dupləkeʃən                    
uncorrupted                    	 uncorrupted*                   	 ənkərəptɪd                    
combustible                    	 combustible*                   	 kəmbəstəbəl                   
youths                         	 juθs                           	 juθs                          
blowers                        	 bloʊərz                        	 bloʊərz                       
commercialising                	 commercialising*               	 kəmərʃəlɪŋ                    
descending                     	 dɪsɛndɪŋ                       	 dɪsɛndɪŋ                      
refrigerated                   	 rɪfrɪʤəretɪd                   	 rɪfrɪʤəretɪd                  
fidgets                        	 fidgets*                       	 fɪʤəts                        
genealogies                    	 genealogies*                   	 ʤiniɑləʤiz                    
brat                           	 bræt                           	 bræt                          
midriffs                       	 midriffs*                      	 mɪdrɪfs                       
granddaddies                   	 granddaddies*                  	 grændədiz                     
pierces                        	 pierces*                       	 pɪrsɪz                        
silly                          	 sɪli                           	 sɪli                          
timing                         	 taɪmɪŋ                         	 taɪmɪŋ                        
tristate                       	 traɪstet                       	 trɪstet                       
kidnap                         	 kɪdnæp                         	 kɪdnæp                        
clauses                        	 klɔzɪz                         	 klɔzɪz                        
puritanism                     	 pjʊrətənɪzəm                   	 pjʊrətənɪzəm                  
gemstones                      	 ʤɛmstoʊnz                      	 ʤɛmstoʊnz                     
conciliation                   	 kənsɪlieʃən                    	 kənsɪlieʃən                   
gingerbread                    	 ʤɪnʤərbrɛd                     	 ʤɪnʤərbrɛd                    
diptych                        	 diptych*                       	 dɪptɪk                        
primarily                      	 praɪmɛrəli                     	 praɪmɛrəli                    
perpetuate                     	 pərpɛʧəwet                     	 pərpɛʧəwet                    
uneaten                        	 uneaten*                       	 ənitən                        
trashman                       	 trashman*                      	 træʃmən                       
divide                         	 dɪvaɪd                         	 dɪvaɪd                        
degenerating                   	 dɪʤɛnəretɪŋ                    	 dɪʤɛnəretɪŋ                   
hamadryas                      	 hamadryas*                     	 hæmədriəz                     
limitless                      	 lɪmətləs                       	 lɪmətləs                      
cosmologies                    	 cosmologies*                   	 kɔzmɔləʤiz                    
latch                          	 læʧ                            	 læʧ                           
burrow                         	 bəroʊ                          	 bəroʊ                         
european                       	 jʊrəpiən                       	 jʊrəpiən                      
remorse                        	 rɪmɔrs                         	 rɪmɔrs                        
pictured                       	 pɪkʧərd                        	 pɪkʧərd                       
readiest                       	 readiest*                      	 rɛdiəst                       
acting                         	 æktɪŋ                          	 æktɪŋ                         
inexcusably                    	 ɪnɪkskjuzəbli                  	 ɪnɪkskjuzəbli                 
vietnamization                 	 vietnamization*                	 vɪtnəmeʃən                    
unreality                      	 ənriæləti                      	 ənriæləti                     
templars                       	 tɛmplərz                       	 tɛmplɑrz                      
jeepers                        	 jeepers*                       	 ʤipərz                        
masai                          	 mɑsɑi                          	 mɑse                          
prelate                        	 prɛlɪt                         	 prɛlɪt                        
uncontestable                  	 uncontestable*                 	 ənkəntɛstəbəl                 
canale                         	 kɑnɑli                         	 kənæle                        
canker                         	 kæŋkər                         	 kæŋkər                        
concurred                      	 kənkərd                        	 kənkərd                       
brutish                        	 brutɪʃ                         	 brutɪʃ                        
entanglements                  	 ɪntæŋgəlmənts                  	 ɪntæŋgəlmənts                 
intellectually                 	 ɪnəlɛkʧuəli                    	 ɪnəlɛkʧuəli                   
nerviness                      	 nerviness*                     	 nərvinəs                      
censored                       	 sɛnsərd                        	 sɛnsərd                       
nijinsky                       	 nijinsky*                      	 nɪʤɪnski                      
lowlife                        	 lowlife*                       	 loʊlɪf                        
bribes                         	 braɪbz                         	 braɪbz                        
wassailing                     	 wassailing*                    	 wɑselɪŋ                       
smug                           	 sməg                           	 sməg                          
hybridized                     	 hybridized*                    	 haɪbraɪdaɪzd                  
squats                         	 skwɑts                         	 skwɑts                        
slack                          	 slæk                           	 slæk                          
cawker                         	 cawker*                        	 kɔkər                         
goodish                        	 goodish*                       	 gʊdɪʃ                         
gangrene                       	 gængrin                        	 gæŋgrin                       
fop                            	 ɛfoʊpi                         	 fɑp                           
transparency                   	 trænspɛrənsi                   	 trænspɛrənsi                  
tuberoses                      	 tuberoses*                     	 tubəroʊsɪz                    
assignations                   	 assignations*                  	 æsəgneʃənz                    
steamboat                      	 stimboʊt                       	 stimboʊt                      
dialogued                      	 dialogued*                     	 daɪəlɔgd                      
bushwhack                      	 bʊʃwæk                         	 bʊʃwæk                        
fetish                         	 fɛtɪʃ                          	 fɛtɪʃ                         
fumette                        	 fumette*                       	 fjumɛt                        
suspicion                      	 səspɪʃən                       	 səspɪʃən                      
parasitic                      	 pɛrəsɪtɪk                      	 pɛrəsɪtɪk                     
idling                         	 aɪdəlɪŋ                        	 aɪdəlɪŋ                       
puppeteer                      	 pəpətir                        	 pəpətir                       
dispirit                       	 dispirit*                      	 dɪspɪrət                      
wiretap                        	 waɪərtæp                       	 waɪrtep                       
volta                          	 voʊltə                         	 voʊltə                        
columbo                        	 koʊləmboʊ                      	 kələmboʊ                      
severest                       	 səvɪrəst                       	 səvɪrəst                      
pigpen                         	 pigpen*                        	 pɪgən                         
offing                         	 ɔfɪŋ                           	 ɔfɪŋ                          
payed                          	 payed*                         	 ped                           
opt                            	 ɑpt                            	 ɑpt                           
instills                       	 ɪnstɪlz                        	 ɪnstɪlz                       
yarmulka                       	 yarmulka*                      	 jɑrməlkə                      
ruminate                       	 rumɪnet                        	 rumɪnet                       
code                           	 koʊd                           	 koʊd                          
napper                         	 næpər                          	 næpər                         
compounded                     	 kəmpaʊndɪd                     	 kəmpaʊndɪd                    
transcribed                    	 trænskraɪbd                    	 trænskraɪbd                   
lavender                       	 lævəndər                       	 lævəndər                      
blackbirds                     	 blækbərdz                      	 blækbərdz                     
thuggees                       	 thuggees*                      	 θəgiz                         
azan                           	 azan*                          	 æzən                          
compatibility                  	 kəmpætəbɪləti                  	 kɑmpətɪbɪlɪti                 
reconvene                      	 rikənvin                       	 rikənvin                      
moulding                       	 moʊldɪŋ                        	 moʊldɪŋ                       
constances                     	 constances*                    	 kɑnstənsɪz                    
futons                         	 futɑnz                         	 futɑnz                        
ruble                          	 rubəl                          	 rubəl                         
separatists                    	 sɛpərətɪsts                    	 sɛpərətɪsts                   
gougers                        	 gougers*                       	 gaʊʤərz                       
adaptable                      	 ədæptəbəl                      	 ədæptəbəl                     
quoted                         	 kwoʊtɪd                        	 kwoʊtɪd                       
apprehending                   	 æprɪhɛndɪŋ                     	 æprɪhɛndɪŋ                    
quaker                         	 kwekər                         	 kwekər                        
armenia                        	 ɑrminiə                        	 ɑrminiə                       
herefrom                       	 herefrom*                      	 hɪrfrəm                       
hostile                        	 hɑstəl                         	 hɑstəl                        
handshaker                     	 handshaker*                    	 hændʃekər                     
lodestone                      	 loʊdstoʊn                      	 loʊdstoʊn                     
crossroad                      	 krɔsroʊd                       	 krɔsroʊd                      
headman                        	 hɛdmən                         	 hɛdmæn                        
scuffing                       	 scuffing*                      	 skəfɪŋ                        
freesia                        	 freesia*                       	 friʒə                         
heroically                     	 hɪroʊɪkli                      	 hɪroʊɪkli                     
stupidity                      	 stupɪdɪti                      	 stupɪdɪti                     
eardrops                       	 eardrops*                      	 ərdrɑps                       
crossbar                       	 crossbar*                      	 krɔsbɑr                       
ringleader                     	 rɪŋlidər                       	 rɪŋlidər                      
propylene                      	 proʊpəlin                      	 proʊpəlin                     
pegs                           	 pɛgz                           	 pɛgz                          
antigen                        	 æntəʤən                        	 æntəʤən                       
rimption                       	 rimption*                      	 rɪmpʃən                       
neuropharmacologist            	 neuropharmacologist*           	 nʊrəfɑrməkəlɑʤɪst             
turner                         	 tərnər                         	 tərnər                        
lethal                         	 liθəl                          	 liθəl                         
underslung                     	 underslung*                    	 əndərsləŋ                     
astonishment                   	 əstɑnɪʃmənt                    	 əstɑnɪʃmənt                   
ultrasound                     	 əltrəsaʊnd                     	 əltrəsaʊnd                    
idolizes                       	 aɪdəlaɪzɪz                     	 aɪdəlaɪzɪz                    
biochemical                    	 baɪoʊkɛmɪkəl                   	 baɪoʊkɛmɪkəl                  
embrace                        	 ɪmbres                         	 ɪmbres                        
naturalists                    	 næʧərəlɪsts                    	 næʧərəlɪsts                   
cleansed                       	 klɛnzd                         	 klɛnzd                        
hyperemesis                    	 hyperemesis*                   	 haɪpərmizɪs                   
foreleg                        	 foreleg*                       	 fɔrlɛg                        
debbie                         	 dɛbi                           	 dɛbi                          
run                            	 rən                            	 rən                           
marshalling                    	 marshalling*                   	 mɑrʃəlɪŋ                      
dumbfound                      	 dəmfaʊnd                       	 dəmfaʊnd                      
nixon                          	 nɪksən                         	 nɪksən                        
reenacted                      	 riɪnæktɪd                      	 rinæktəd                      
wilds                          	 waɪldz                         	 waɪldz                        
lymphocyte                     	 lɪmfəsaɪt                      	 lɪmfəsaɪt                     
economizing                    	 ɪkɑnəmaɪzɪŋ                    	 ɛkənɑmɪzɪŋ                    
siting                         	 saɪtɪŋ                         	 saɪtɪŋ                        
supermen                       	 supermen*                      	 supərmɛn                      
gunships                       	 gənʃɪps                        	 gənʃɪps                       
wirehair                       	 wirehair*                      	 waɪrhɛr                       
puss                           	 pʊs                            	 pʊs                           
wilton                         	 wɪltən                         	 wɪltən                        
masthead                       	 mæsthɛd                        	 mæsthɛd                       
waster                         	 westər                         	 westər                        
puddle                         	 pədəl                          	 pədəl                         
shoddiest                      	 shoddiest*                     	 ʃɑdiəst                       
tot                            	 tɑt                            	 tɔt                           
influential                    	 ɪnfluɛnʃəl                     	 ɪnfluɛnʃəl                    
kinds                          	 kaɪnz                          	 kaɪnz                         
reinforce                      	 riɪnfɔrs                       	 riɪnfɔrs                      
patellar                       	 patellar*                      	 pətɛlər                       
peels                          	 pilz                           	 pilz                          
pariahs                        	 pəraɪəz                        	 pəraɪəz                       
repartee                       	 rɛpərti                        	 rɛpərti                       
anglophile                     	 ængləfaɪl                      	 æŋgləfaɪl                     
prostate                       	 prɑstet                        	 prɑstet                       
frightening                    	 fraɪtənɪŋ                      	 fraɪtənɪŋ                     
gunwales                       	 gunwales*                      	 gənwelz                       
wiedersehen                    	 wiedersehen*                   	 widərshɛn                     
hospice                        	 hɑspəs                         	 hɑspəs                        
beaner                         	 beaner*                        	 binər                         
toffee                         	 tɑfi                           	 tɑfi                          
alexanders                     	 ælɪgzændərz                    	 ælɛksəndərz                   
prie                           	 prie*                          	 praɪ                          
crabman                        	 crabman*                       	 kræbmən                       
uncompromisingly               	 uncompromisingly*              	 ənkɑmprəmaɪzɪŋli              
freestyle                      	 fristaɪl                       	 fristaɪl                      
buntline                       	 buntline*                      	 bəntlaɪn                      
carters                        	 kɑrtərz                        	 kɑrtərz                       
faubourg                       	 faubourg*                      	 fɔbərg                        
